date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:11%20GMT	https://preview.ait-themes.club/theme/sushi/?p=1022	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/indexb703.html	(from https://preview.ait-themes.club/theme/sushi/elements/mixcloud/)
15:40:49	2534/2534	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:12%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fmixcloud%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed874c.html	(from https://preview.ait-themes.club/theme/sushi/elements/mixcloud/)
15:40:49	2321/2321	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:13%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fopening-hours%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embeddf02.html	(from https://preview.ait-themes.club/theme/sushi/elements/opening-hours/)
15:40:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:13%20GMT	https://preview.ait-themes.club/theme/sushi/?p=1025	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/index0c42.html	(from https://preview.ait-themes.club/theme/sushi/elements/opening-hours/)
15:40:50	2559/2559	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:13%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fopening-hours%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed8edb.html	(from https://preview.ait-themes.club/theme/sushi/elements/opening-hours/)
15:40:51	247/247	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Jan%202018%2010:34:14%20GMT	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/2013/11/city.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/2013/11/city.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/partners/)
15:40:52	2296/2296	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:15%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fpartners%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed9206.html	(from https://preview.ait-themes.club/theme/sushi/elements/partners/)
15:40:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:15%20GMT	https://preview.ait-themes.club/theme/sushi/?p=1032	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/index5579.html	(from https://preview.ait-themes.club/theme/sushi/elements/partners/)
15:40:53	2534/2534	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:16%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fpartners%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embedd73f.html	(from https://preview.ait-themes.club/theme/sushi/elements/partners/)
15:40:53	2301/2301	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:17%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fportfolio%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed1be3.html	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:40:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:17%20GMT	https://preview.ait-themes.club/theme/sushi/?p=906	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/indexea3e.html	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:40:54	2539/2539	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:17%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fportfolio%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed3c16.html	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:40:55	6624/6624	---M--	200	added ('OK')	image/jpeg	etag:%2219e0-54a6b73644c27%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-with-chopsticks-With-a-35680757/bigstock-Sushi-with-chopsticks-With-a-35680757-3637304380.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-with-chopsticks-With-a-35680757/bigstock-Sushi-with-chopsticks-With-a-35680757-3637304380.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:40:56	7022/7022	---M--	200	added ('OK')	image/jpeg	etag:%221b6e-54a6b7364c927%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Ready-Rolls-On-Green-Plate-62569217/bigstock-Ready-Rolls-On-Green-Plate-62569217-3742195511.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Ready-Rolls-On-Green-Plate-62569217/bigstock-Ready-Rolls-On-Green-Plate-62569217-3742195511.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:40:57	6349/6349	---M--	200	added ('OK')	image/jpeg	etag:%2218cd-54a6b736526e7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Making-sushi-Macro-shot-with-42855088/bigstock-Making-sushi-Macro-shot-with-42855088-2978798958.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Making-sushi-Macro-shot-with-42855088/bigstock-Making-sushi-Macro-shot-with-42855088-2978798958.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:40:58	8133/8133	---M--	200	added ('OK')	image/jpeg	etag:%221fc5-54a6b73659447%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-Roll-On-White-Plate-61347971/bigstock-Sushi-Roll-On-White-Plate-61347971-1774423357.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-Roll-On-White-Plate-61347971/bigstock-Sushi-Roll-On-White-Plate-61347971-1774423357.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:40:58	8463/8463	---M--	200	added ('OK')	image/jpeg	etag:%22210f-54a6b73664027%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Rice-In-Wooden-Spoon-On-Kitche-44518111/bigstock-Rice-In-Wooden-Spoon-On-Kitche-44518111-2259091030.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Rice-In-Wooden-Spoon-On-Kitche-44518111/bigstock-Rice-In-Wooden-Spoon-On-Kitche-44518111-2259091030.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:40:59	9788/9788	---M--	200	added ('OK')	image/jpeg	etag:%22263c-54a6b73669de7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Japanese-sushi-seafood-48069800/bigstock-Japanese-sushi-seafood-48069800-871684230.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Japanese-sushi-seafood-48069800/bigstock-Japanese-sushi-seafood-48069800-871684230.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:02	8469/8469	---M--	200	added ('OK')	image/jpeg	etag:%222115-54a6b7367a787%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-tasty-sushi-46523071/bigstock-tasty-sushi-46523071-3829173887.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-tasty-sushi-46523071/bigstock-tasty-sushi-46523071-3829173887.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:03	9045/9045	---M--	200	added ('OK')	image/jpeg	etag:%222355-54a6b73672a87%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Rose-Colored-Fish-Summer-Food-1009460/bigstock-Rose-Colored-Fish-Summer-Food-1009460-737055814.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Rose-Colored-Fish-Summer-Food-1009460/bigstock-Rose-Colored-Fish-Summer-Food-1009460-737055814.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:05	8043/8043	---M--	200	added ('OK')	image/jpeg	etag:%221f6b-54a6b736872a7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Traditional-Japanese-Sushi-41054317/bigstock-Traditional-Japanese-Sushi-41054317-48510083.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Traditional-Japanese-Sushi-41054317/bigstock-Traditional-Japanese-Sushi-41054317-48510083.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:05	8416/8416	---M--	200	added ('OK')	image/jpeg	etag:%2220e0-54a6b73690ee7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-47240140/bigstock-Sushi-47240140-752746480.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-47240140/bigstock-Sushi-47240140-752746480.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:06	8312/8312	---M--	200	added ('OK')	image/jpeg	etag:%222078-54a6b73698be7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Tiger-Shrimp-on-Ice-42783355/bigstock-Tiger-Shrimp-on-Ice-42783355-1423092761.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Tiger-Shrimp-on-Ice-42783355/bigstock-Tiger-Shrimp-on-Ice-42783355-1423092761.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:07	60672/60672	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:30%20GMT	https://preview.ait-themes.club/theme/sushi/portfolio-item/delicious-tiger-prawns/	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/portfolio-item/delicious-tiger-prawns/index.html	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:08	10982/10982	---M--	200	added ('OK')	image/jpeg	etag:%222ae6-54a6b736a5707%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Making-Rolled-Sushi-In-A-Sushi-3654935/bigstock-Making-Rolled-Sushi-In-A-Sushi-3654935-4070599778.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Making-Rolled-Sushi-In-A-Sushi-3654935/bigstock-Making-Rolled-Sushi-In-A-Sushi-3654935-4070599778.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:09	5948/5948	---M--	200	added ('OK')	image/jpeg	etag:%22173c-54a6b736b60a7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-with-chopsticks-With-a-35680757/bigstock-Sushi-with-chopsticks-With-a-35680757-3457659815.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-with-chopsticks-With-a-35680757/bigstock-Sushi-with-chopsticks-With-a-35680757-3457659815.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:10	6235/6235	---M--	200	added ('OK')	image/jpeg	etag:%22185b-54a6b736bfce7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Ready-Rolls-On-Green-Plate-62569217/bigstock-Ready-Rolls-On-Green-Plate-62569217-3264199497.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Ready-Rolls-On-Green-Plate-62569217/bigstock-Ready-Rolls-On-Green-Plate-62569217-3264199497.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:10	5634/5634	---M--	200	added ('OK')	image/jpeg	etag:%221602-54a6b736c79e7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Making-sushi-Macro-shot-with-42855088/bigstock-Making-sushi-Macro-shot-with-42855088-2807542517.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Making-sushi-Macro-shot-with-42855088/bigstock-Making-sushi-Macro-shot-with-42855088-2807542517.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:11	7646/7646	---M--	200	added ('OK')	image/jpeg	etag:%221dde-54a6b736d1627%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-Roll-On-White-Plate-61347971/bigstock-Sushi-Roll-On-White-Plate-61347971-1547147053.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-Roll-On-White-Plate-61347971/bigstock-Sushi-Roll-On-White-Plate-61347971-1547147053.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:11	7255/7255	---M--	200	added ('OK')	image/jpeg	etag:%221c57-54a6b736da2c7%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Rice-In-Wooden-Spoon-On-Kitche-44518111/bigstock-Rice-In-Wooden-Spoon-On-Kitche-44518111-3374237589.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Rice-In-Wooden-Spoon-On-Kitche-44518111/bigstock-Rice-In-Wooden-Spoon-On-Kitche-44518111-3374237589.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/portfolio/)
15:41:12	2281/2281	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:35%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fposts%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed1943.html	(from https://preview.ait-themes.club/theme/sushi/elements/posts/)
15:41:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:36%20GMT	https://preview.ait-themes.club/theme/sushi/?p=1036	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/index6b6b.html	(from https://preview.ait-themes.club/theme/sushi/elements/posts/)
15:41:15	2519/2519	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:38%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fposts%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embedd745.html	(from https://preview.ait-themes.club/theme/sushi/elements/posts/)
15:41:21	57196/57196	---M--	200	added ('OK')	image/jpeg	etag:%22df6c-54a67b28e2abd%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Two-people-eating-sushi-at-hom-12197816/bigstock-Two-people-eating-sushi-at-hom-12197816-4056753538.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Two-people-eating-sushi-at-hom-12197816/bigstock-Two-people-eating-sushi-at-hom-12197816-4056753538.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/posts/)
15:41:22	70572/70572	---M--	200	added ('OK')	image/jpeg	etag:%22113ac-54a67b28d211d%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Closeup-of-woman-chef-putting-61323050/bigstock-Closeup-of-woman-chef-putting-61323050-3792648755.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Closeup-of-woman-chef-putting-61323050/bigstock-Closeup-of-woman-chef-putting-61323050-3792648755.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/posts/)
15:41:24	11007/11007	---M--	200	added ('OK')	image/jpeg	etag:%222aff-54a67b29137fd%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-Set-24823121/bigstock-Sushi-Set-24823121-4091524042.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-Sushi-Set-24823121/bigstock-Sushi-Set-24823121-4091524042.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/posts/)
15:41:24	54966/54966	---M--	200	added ('OK')	image/jpeg	etag:%22d6b6-54a67b28fe03d%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-sushi-39277444/bigstock-sushi-39277444-4239542857.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/cache/images/bigstock-sushi-39277444/bigstock-sushi-39277444-4239542857.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/posts/)
15:41:24	924/924	---M-Z	200	added ('OK')	application/rss+xml	etag:%226dd4660a1f3c83906054a82a90d393cb%22	https://preview.ait-themes.club/theme/sushi/elements/price-table/feed/	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/elements/price-table/feed/index.html	(from https://preview.ait-themes.club/theme/sushi/elements/price-table/)
15:41:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:48%20GMT	https://preview.ait-themes.club/theme/sushi/?p=801	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/indexa013.html	(from https://preview.ait-themes.club/theme/sushi/elements/price-table/)
15:41:26	2311/2311	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:49%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fprice-table%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed69a0.html	(from https://preview.ait-themes.club/theme/sushi/elements/price-table/)
15:41:27	2549/2549	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:50%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fprice-table%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed1e91.html	(from https://preview.ait-themes.club/theme/sushi/elements/price-table/)
15:41:28	2296/2296	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:51%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fservices%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed3d91.html	(from https://preview.ait-themes.club/theme/sushi/elements/services/)
15:41:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:51%20GMT	https://preview.ait-themes.club/theme/sushi/?p=1039	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/index5900.html	(from https://preview.ait-themes.club/theme/sushi/elements/services/)
15:41:29	2534/2534	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:52%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fservices%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed512f.html	(from https://preview.ait-themes.club/theme/sushi/elements/services/)
15:41:29	2291/2291	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:53%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fsitemap%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embedba98.html	(from https://preview.ait-themes.club/theme/sushi/elements/sitemap/)
15:41:29	7592334/7592334	---M--	200	added ('OK')	image/png	etag:%2273d98e-4fcc133282800%22	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/2013/11/bg-pattern.png	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/2013/11/bg-pattern.png	(from https://preview.ait-themes.club/theme/sushi/elements/google-map/)
15:41:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:53%20GMT	https://preview.ait-themes.club/theme/sushi/?p=1042	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/index817f.html	(from https://preview.ait-themes.club/theme/sushi/elements/sitemap/)
15:41:30	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:53%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fsitemap%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed7419.html	(from https://preview.ait-themes.club/theme/sushi/elements/sitemap/)
15:41:32	50721/50721	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:54%20GMT	https://preview.ait-themes.club/theme/sushi/features/multiple-headers/	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/features/multiple-headers/index.html	(from https://preview.ait-themes.club/theme/sushi/elements/sitemap/)
15:41:32	43332/43332	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:54%20GMT	https://preview.ait-themes.club/theme/sushi/features/megamenu/	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/features/megamenu/index.html	(from https://preview.ait-themes.club/theme/sushi/elements/sitemap/)
15:41:32	41231/41231	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:54%20GMT	https://preview.ait-themes.club/theme/sushi/features/	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/features/index.html	(from https://preview.ait-themes.club/theme/sushi/elements/sitemap/)
15:41:33	2306/2306	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:56%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fsoundcloud%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed458f.html	(from https://preview.ait-themes.club/theme/sushi/elements/soundcloud/)
15:41:33	40188/40188	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:56%20GMT	https://preview.ait-themes.club/theme/sushi/features/seo-settings/	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/features/seo-settings/index.html	(from https://preview.ait-themes.club/theme/sushi/elements/sitemap/)
15:41:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:56%20GMT	https://preview.ait-themes.club/theme/sushi/?p=1045	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/index44b6.html	(from https://preview.ait-themes.club/theme/sushi/elements/soundcloud/)
15:41:34	2544/2544	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:57%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Fsoundcloud%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed0c2f.html	(from https://preview.ait-themes.club/theme/sushi/elements/soundcloud/)
15:41:34	244/244	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Jan%202018%2010:34:58%20GMT	https://preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/landscape.jpg	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-content/uploads/sites/6/landscape.jpg	(from https://preview.ait-themes.club/theme/sushi/elements/testimonials/)
15:41:35	2316/2316	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:34:58%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Ftestimonials%2F	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed04f6.html	(from https://preview.ait-themes.club/theme/sushi/elements/testimonials/)
15:41:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jan%202018%2010:34:59%20GMT	https://preview.ait-themes.club/theme/sushi/?p=1056	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/index3f75.html	(from https://preview.ait-themes.club/theme/sushi/elements/testimonials/)
15:41:37	2554/2554	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2010:35:00%20GMT	https://preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.ait-themes.club%2Ftheme%2Fsushi%2Felements%2Ftestimonials%2F&format=xml	C:/My%20Web%20Sites/food/preview.ait-themes.club/theme/sushi/wp-json/oembed/1.0/embed2893.html	(from https://preview.ait-themes.club/theme/sushi/elements/testimonials/)
